movieId,tmdbId,id,title,genres,original_language,popularity,overview,short_overview
1677,61337,61337,Critical Care,"['Comedy', 'Drama']",en,2.287762,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",Resident navigates family conflict over father's care and estate.
1678,19931,19931,The Joy Luck Club,['Drama'],en,3.01386,"Through a series of flashbacks, four young chinese women born in America and their respective mothers born in feudal China, explore their past. This search will help them understand their difficult mother/daughter relationship.",Four Chinese-American women and their mothers explore past relationships.
1679,31535,31535,Chairman of the Board,['Comedy'],en,1.422904,A surfer becomes the head of a major company.,Surfer rises to leadership of a major corporation.
1680,10215,10215,Sliding Doors,"['Comedy', 'Drama', 'Fantasy', 'Romance']",en,9.7866,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",Gwyneth Paltrow's character navigates love and choices in parallel stories.
1681,9823,9823,Mortal Kombat: Annihilation,"['Action', 'Fantasy', 'Science Fiction']",en,6.532498,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",Warriors battle evil to save Earth in six days.
1682,37165,37165,The Truman Show,"['Comedy', 'Drama']",en,13.155901,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",Truman lives unknowingly in a reality show with actors.
1684,38904,38904,Mrs. Dalloway,"['Drama', 'Romance']",en,1.335544,"As society hostess Clarissa Dalloway prepares for another of her legendary parties, she finds herself haunted by figures and scenes from her passionate adolescence.",Clarissa Dalloway plans a party while reflecting on her past.
1685,45565,45565,"I Love You, I Love You Not","['Drama', 'Family', 'Romance']",en,0.380405,School student and her European-born grandmother share sad stories of their lives.,Student and grandmother exchange poignant stories from their lives.
1686,9407,9407,Red Corner,"['Crime', 'Drama', 'Thriller']",en,3.288944,"An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country.","American attorney wrongfully accused of murder, aided by female lawyer."
1689,9414,9414,The Man Who Knew Too Little,"['Comedy', 'Thriller', 'Crime', 'Action']",en,4.827771,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",American tourist mistaken for someone else in international plot unfolds.
1690,8078,8078,Alien: Resurrection,"['Science Fiction', 'Horror', 'Action']",en,15.57784,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.","Scientists clone Ripley; new aliens emerge, threatening Earth’s safety."
1692,29938,29938,Alien Escape,"['Horror', 'Science Fiction']",en,0.106499,No overview found.,No summary available; overview not provided or found.
1693,11831,11831,Amistad,"['Drama', 'History', 'Mystery']",en,2.263584,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.","Amistad slaves revolt, seek freedom, gain allies in court."
1694,2895,2895,The Apostle,['Drama'],en,9.21174,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.","Preacher changes name, moves to Louisiana, starts radio preaching."
1695,39177,39177,Artemisia,"['Drama', 'History']",fr,0.989115,"Artemisia Gentileschi (1593-1653) was one of the first well-known female painters. The movie tells the story of her youth, when she was guided and protected by her father, the painter Orazio Gentileschi. Her professional curiosity about the male anatomy, forbidden for her eyes, led her to the knowledge of sexual pleasure. But she was also well known because in 1612 she had to appear in a courtroom because her teacher, Agostino Tassi, was suspected of raping her. She tried to protect him, but was put in the thumb screws...","Artemisia Gentileschi: pioneering female painter, faced trauma and challenges."
1701,2639,2639,Deconstructing Harry,"['Comedy', 'Drama']",en,6.280515,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",Writer Harry Block alienates friends by drawing inspiration from them.
1702,9574,9574,Flubber,"['Comedy', 'Family', 'Science Fiction']",en,7.016942,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",Absent-minded professor invents flubber to save college and marry.
1703,10371,10371,For Richer or Poorer,['Comedy'],en,8.412203,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.","Wealthy couple evades IRS, poses as Amish, rekindles relationship."
1704,489,489,Good Will Hunting,['Drama'],en,15.064833,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",Genius janitor Will Hunting receives therapy to realize his potential.
1707,9714,9714,Home Alone 3,"['Comedy', 'Family']",en,8.04209,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try break into his house to get it back.","Alex, home alone with chicken pox, defends secret microchip from spies."
1711,8197,8197,Midnight in the Garden of Good and Evil,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,5.145907,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.","Reporter covers millionaire's murder trial, forming an unexpected friendship."
1713,6283,6283,MouseHunt,"['Comedy', 'Family']",en,6.456233,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of it's single, stubborn occupant: a tiny and tenacious mouse.","Brothers inherit mansion, discover value, must evict stubborn mouse."
1715,49728,49728,Office Killer,"['Comedy', 'Horror', 'Thriller']",en,0.582559,"When Dorine Douglas' job as proofreader for Constant Consumer magazine is turned into an at-home position during a downsizing, she doesn't know how to cope. But after accidentally killing one of her co-workers, she discovers that murder can quench the loneliness of her home life, as a macabre office place forms in her basement, populated by dead co-workers.",Lonely proofreader creates macabre basement office after accidental murder.
1717,4233,4233,Scream 2,"['Horror', 'Mystery']",en,11.264845,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",Sidney faces new killings linked to her past at college.
1719,10217,10217,The Sweet Hereafter,['Drama'],en,6.002992,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",Bus accident devastates Canadian town; lawyer's help complicates healing.
1722,714,714,Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']",en,17.159576,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,Media mogul incites conflict; 007 battles to prevent global chaos.
1725,62394,62394,The Education of Little Tree,['Drama'],it,0.007123,"Little Tree is an 8-year-old Cherokee boy, who, during the time of the depression, loses his parents and starts to live with his Indian grandma and grandpa and learn the wisdom of the Cherokee way of life.",Cherokee boy Little Tree learns cultural wisdom after losing parents.
1727,547,547,The Horse Whisperer,"['Drama', 'Romance']",en,7.685548,"Based on the novel by the same name from Nicholas Evans, the talented Robert Redford presents this meditative family drama set in the country side. Redford not only directs but also stars in the roll of a cowboy with a magical talent for healing.",Robert Redford directs and stars in healing family drama.
1728,25994,25994,The Winter Guest,['Drama'],en,0.923637,"The plot of the story is interactions between two young boys, two teenagers, a mother, a grandmother, and two elderly women. It can be said though that the main actor in the film is frozen sea, and the rest of the stories are only surreal background to it.",Interactions among characters revolve around a symbolic frozen sea.
1729,184,184,Jackie Brown,"['Comedy', 'Crime', 'Romance']",en,16.415498,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",Jackie Brown schemes to keep smuggled money from her boss.
1730,9746,9746,Kundun,['Drama'],en,5.01752,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.","Dalai Lama, 'Kundun', escaped Tibet in 1959, lives in exile."
1731,9438,9438,Mr. Magoo,"['Comedy', 'Family']",en,9.474269,"Mr.Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",Mr. Magoo's poor eyesight leads him into a museum heist.
1732,115,115,The Big Lebowski,"['Comedy', 'Crime']",en,15.952524,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","Slacker mistaken for millionaire, faces bizarre events involving chaos."
1743,154821,154821,Arguing the World,[],en,0.001188,"A true story of four Jewish intellectuals born in New York and educated at City College during the 1930s, and their divergent paths over the next six decades.",Four Jewish intellectuals from New York navigate divergent paths post-1930s.
1747,586,586,Wag the Dog,"['Comedy', 'Drama']",en,7.603652,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",President faces misconduct allegations; adviser stages fake war distraction.
1749,46338,46338,The Leading Man,"['Thriller', 'Drama', 'Romance']",en,0.004686,"Successful playwright Felix Webb has a new play, 'The Hit Man', in rehearsal. Directed by his old friend Humphrey, it is already being hailed as a masterpiece; but Felix can't enjoy his success. He has fallen passionately in love with Hilary, a beautiful, fiesty young actress, and is preparing to desert his perfect family, his wife Elena and three lively children. His intolerable situation is further complicated when Humphrey casts Hilary as one of the leads in 'The Hit Man'. Enter Robin Grange, a charismatic young Hollywood actor making his London theatre debut. Robin is attractive, charming and dangerous, and soon inveigles his way into everyone's life. He ingratiates himself with the cast and, quickly grasping Felix's dilemma, sets about weaving his web of mischief. He suggests that if he were to seduce Elena, she would be distracted from Felix's affair, regain her self respect, and perhaps even willingly part from the unfaithful husband to whom she clings...","Felix struggles with love, family, and deception in theatre."
1750,54007,54007,Star Kid,"['Action', 'Adventure', 'Family', 'Science Fiction']",en,1.079117,Shy seventh-grader Spencer Griffith's life changes when the meteor falls into local junkyard and he finds a Cybersuit - the wise and strong robot from another galaxy. Spencer puts Cybersuit on and becomes a different kind of guy,"Shy boy discovers Cybersuit, transforming his life and confidence."
1752,11258,11258,Hard Rain,['Thriller'],en,6.363405,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.",Armored car driver evades thieves amid devastating flood chaos.
1755,25719,25719,Shooting Fish,"['Crime', 'Comedy', 'Romance']",en,1.631288,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.",Con artists hire medical student as unwitting secretary for scam.
1756,9033,9033,The Prophecy II,"['Fantasy', 'Horror', 'Thriller']",en,7.747663,"Gabriel returns to try to destroy the human race he despises so much, with the help of a suicidal teen and the opposition of the angel Daniel.","Gabriel aims to destroy humanity, aided by a troubled teen."
1759,21253,21253,Four Days in September,"['Action', 'Drama', 'Foreign', 'History', 'Thriller']",pt,1.791965,"Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. Cesare, however, is wounded and captured during a bank hold up. Fernando then decides to kidnap the American ambassador in Brazil and ask for the release of fifteen political prisoners in exchange for his life.",Journalist kidnaps ambassador to free friend and political prisoners.
1760,6116,6116,Spice World,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']",en,4.257516,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",Spice Girls navigate life with entourage and documentary filmmaker's presence.
1762,9457,9457,Deep Rising,"['Adventure', 'Action', 'Horror', 'Science Fiction']",en,6.922458,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",Hijackers confront man-eating sea creatures on luxury ocean liner.
1769,11702,11702,The Replacement Killers,"['Action', 'Drama', 'Crime', 'Thriller']",en,9.384887,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.","Assassin spares boy, seeks escape from crime boss's vengeance."
1770,2923,2923,B. Monkey,"['Romance', 'Crime', 'Drama']",en,2.399824,"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step.",Introvert falls for thief; love challenges her criminal past.
1772,11568,11568,Blues Brothers 2000,"['Music', 'Action', 'Comedy', 'Crime']",en,13.162168,"Elwood, the now lone ""Blues Brother"" finally released from prison, is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Once again hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops, led by Cabel the Curtis' son","Elwood reunites band, evades cops, to fund children's hospital."
1773,41577,41577,Tokyo Fist,"['Romance', 'Action', 'Drama', 'Thriller']",ja,1.673946,"A businessman, Tsuda, runs into a childhood friend, Tajuki, on the subway. Tajuki is working as a semiprofessional boxer. Tsuda soon begins to suspect that Tajuki might be having an affair with his fiance Hizuru. After an altercation, Tsuda begins training rigorously himself, leading to an extremely bloody, violent confrontation.","Businessman suspects friend's affair, trains hard, resulting in violent confrontation."
1777,11003,11003,The Wedding Singer,"['Romance', 'Comedy']",en,8.884035,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",Rock star Robbie and waitress Julia navigate complicated relationships post-breakup.
1780,49645,49645,Ayn Rand: A Sense of Life,['Documentary'],en,0.13785,"Ayn Rand was born in 1905 in St. Petersberg, Russia. She escaped to America in 1926 amidst the rise of Soviet Communism. She remained in the United States for the rest of her life, where she became a much respected author of The Fountainhead and Atlas Shrugged. The themes of freedom and individualism were to be her life's passion...","Ayn Rand, Russian-born author, championed freedom and individualism in America."
1782,102732,102732,Little City,"['Comedy', 'Romance']",en,0.036814,"Best friends Adam and Kevin have a lot in common. Probably too much! In fact, Kevin is carrying on a torrid affair with Adam's girlfriend, Nina, on the side! And if this triangle wasn't crowded enough, the arrival of a seductive newcomer in town, Rebecca, promptly adds a whole new set of twists to an already tangled mix! Here's a hilarious look at how modern relationships have never been so complicated ... or so much fun!",Best friends' love triangle complicates relationships with a seductive newcomer.
1783,30949,30949,Palmetto,"['Mystery', 'Thriller', 'Drama', 'Romance', 'Crime']",en,4.475177,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,Ex-con's fake kidnapping scheme unexpectedly becomes a dangerous reality.
1785,9558,9558,King of New York,"['Thriller', 'Crime']",en,11.230031,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,"Ex-drug lord seeks revenge, redistributes wealth to New York's poor."
1787,83593,83593,A Paralyzing Fear: The Story of Polio in America,['Documentary'],en,0.001188,This is a very clear and personalized presentation of the history and human impact of a seriously debilitating disease - one which we in the western world are too often tempted to think of in the past tense.,Personalized presentation on the history and impact of debilitating disease.
1794,47452,47452,Love and Death on Long Island,"['Drama', 'Romance', 'Foreign']",en,0.785094,"Giles De'Ath is a widower who doesn't like anything modern. He goes to movies and falls in love with film star, Ronnie Bostock. He then investigates everything about the movie and Ronnie. After that he travels to Long Island city where Ronnie lives and meets him, pretending that Ronnie is a great actor and that's why Giles admires him.","Widower Giles falls for movie star Ronnie, investigates, and travels."
1799,10668,10668,Suicide Kings,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",en,9.262719,"Christopher Walken shines in this cult-favorite dark comedy as Charlie, a former mobster who is abducted by five privileged young men (Sean Patrick Flanery, Johnny Galecki, Jay Mohr, Jeremy Sisto, Henry Thomas) desperate to raise a $2 million ransom to save the sister of a friend. As Charlie plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.",Walken captivates as a mobster in a dark comedic abduction.
1804,42807,42807,The Newton Boys,"['Crime', 'Action', 'Drama']",en,2.917013,"Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history.",Four brothers become infamous bank robbers in 1920s America.
1810,9440,9440,Primary Colors,"['Comedy', 'Drama']",en,8.455425,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",Henry Burton manages Jack Stanton's presidential campaign amid personal challenges.
1811,53092,53092,"Niagara, Niagara","['Drama', 'Romance']",en,0.782772,"""Niagra, Niagra"" begins quietly in a drugstore in Poughkeepsie, where Marcie, the film's disarming heroine, likes to shoplift. She literally crashes into Seth, a quiet outsider, also on a shoplifting spree. Marcie invites Seth to accompany her to Canada to find a black hairstyling head. They set off in Seth's beat-up station wagon, destined for a toy store in Toronto. While on the road, Marcie confides to Seth that she has Tourette's syndrome, necessitating a series of detours to liquor stories and pharmacies along the roads of upstate New York.",Marcie and Seth embark on a quirky shoplifting road trip.
1814,44308,44308,A Price Above Rubies,"['Drama', 'Romance']",en,2.783205,About a young woman who is married to a devout Jew and the problems that trouble their marriage because of the woman wanting something more out of her life.,"Young woman seeks fulfillment, struggles with her devout Jewish marriage."
1816,32456,32456,Two Girls and a Guy,"['Drama', 'Romance']",en,4.967667,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.",Two women confront their cheating actor boyfriend over his deceit.
1817,93350,93350,No Looking Back,"['Drama', 'Comedy', 'Romance']",en,0.77403,Charlie returns to his old town where he meets his ex-girlfriend again and tries to get her back.,"Charlie returns home, reconnects with his ex-girlfriend, seeks reconciliation."
1821,17127,17127,The Object of My Affection,"['Comedy', 'Drama', 'Romance']",en,6.715856,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",Pregnant social worker chooses gay best friend over her boyfriend.
1822,40688,40688,Meet the Deedles,"['Animation', 'Comedy', 'Family']",en,7.336354,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,"Surfers become rangers, confront vengeful former ranger in Yellowstone."
1824,17133,17133,Homegrown,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",en,1.840984,"Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.","Three laborers flee after boss's murder, plotting their escape."
1826,17644,17644,Barney's Great Adventure,['Family'],en,1.197711,"Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and kids start their chase for it",Kids chase colorful egg with Barney after it’s carted off.
1831,2157,2157,Lost in Space,"['Adventure', 'Family', 'Science Fiction']",en,12.000579,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.","Robinsons attempt colonization; stowaway sabotages mission, leading to chaos."
1832,70581,70581,Heaven's Burning,"['Drama', 'Action', 'Thriller', 'Crime']",en,0.467352,"In Sydney, the newly married Midori is honeymooning with her husband, Yukio. She does not love him and fakes her own kidnapping to escape the marriage. Her lover is supposed to meet her, but fails to appear. She goes to a bank to get some cash, only to become a hostage in an unfolding robbery, until the getaway driver, Colin, saves her from his fellow robbers. They hit the road together, with the cops, her husband and the robbers in pursuit.","Midori fakes kidnapping, escapes marriage, and becomes robbery hostage."
1834,29193,29193,The Spanish Prisoner,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,4.305735,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,Employee tempted to betray corporation's secret process; deeper motivations involved.
1835,795,795,City of Angels,"['Drama', 'Fantasy', 'Romance']",en,8.228219,"When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.","Guardian angel falls for heart surgeon, exploring forbidden romance."
1836,16980,16980,The Last Days of Disco,"['Comedy', 'Drama', 'Romance']",en,8.666763,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,Young women and friends enjoy nightlife at 1980s New York club.
1837,27472,27472,The Odd Couple II,"['Adventure', 'Comedy']",en,2.196028,"30 years after the first film, Oscar and Felix embark on a road trip together, to attend the wedding of Oscar's son to Felix's daughter.",Oscar and Felix reunite for a wedding road trip adventure.
1839,47881,47881,My Giant,"['Comedy', 'Drama', 'Family']",en,6.422711,"Billy Crystal plays a Hollywood agent who stumbles upon Max, a giant living in Romania, and tries to get him into the movies.",Billy Crystal's agent discovers giant Max in Romania for movies.
1840,9469,9469,He Got Game,['Drama'],en,13.06943,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,Father persuades son to attend college for reduced sentence.
1841,12488,12488,The Gingerbread Man,['Thriller'],en,7.883472,"Savannah lawyer Rick Magruder is at a party celebrating his courtroom victory defending a cop killer when a member of the catering staff, Mallory Doss, discovers her car has been stolen. Having had a few drinks, Magruder offers to give her a lift home, a decision that turns into a one night stand. Rick soon learns that her nut-case father, Dixon, seems to have begun threatening her again. Rick puts the force of his law firm behind Mallory, who he barely knows, has Dixon picked up by the police, and subpoenas the girl's belligerent ex-husband, Pete, to testify against the old man. Dixon is put away in an asylum. However, he soon escapes, putting the lives of everyone who conspired against him in jeopardy.",Lawyer defends woman; threats escalate after her father's escape.
1842,98499,98499,Illtown,[],en,0.141163,"Dante and his girlfrend Micky run a very profitable drug operation in a seaside town, aided and abetted by a host of teens who sell the smack at discos around town, as well as by Lucas, a corrupt cop who's on the take. Their downfall comes when they suspect one of the boys, Pep, of ripping them off, and his accidental death causes disloyalty among the teens, who suspect Dante offed them. All of this is perfect for the return of Gabriel, a one-time partner of Dante, who has just been released from jail, and has an almost angelic demeanor and the certainty that he can fix everyone's lives.",Dante's drug operation collapses after betrayal and accidental death.
1844,267,267,Live Flesh,"['Drama', 'Romance', 'Thriller']",es,6.715019,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,Ex-convict seeks revenge on couple responsible for his imprisonment.
1845,16148,16148,Zero Effect,"['Comedy', 'Crime', 'Mystery', 'Thriller']",en,3.621052,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",Daryl Zero solves crimes but struggles with personal life skills.
1850,90414,90414,"I Love You, Don't Touch Me!","['Comedy', 'Romance']",fr,0.090048,"The story of a 25 year old virgin girl, looking for the right boyfriend, not realizing that ""the one"" has been next to her for many years.","A 25-year-old virgin seeks love, unaware her soulmate's nearby."
1851,188870,188870,Leather Jacket Love Story,"['Drama', 'Comedy', 'Romance']",en,0.488656,"Kyle is 18, an aspiring poet hoping to find inspiration by moving to the arty Silver Lake neighborhood of LA, and maybe love too. On day one, he finds a funky coffee shop, where he hopes to do some writing, but instead meets an older hunk.",Aspiring poet Kyle seeks inspiration and love in Silver Lake.
1853,78149,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",['Comedy'],en,1.453096,"Filmmaker Alan Smithee finds himself the unwilling puppet of a potentially bad, big budget action film which he proceeds to steal the reels and leave the cast and crew in a frenzy.","Filmmaker Alan Smithee steals film, leaving cast and crew frantic."
1854,15513,15513,Kissing a Fool,"['Comedy', 'Romance']",en,9.275956,"Max (David Schwimmer), an alpha-male commitment-phobic sports broadcaster, and Jay (Jason Lee), a neurotic novelist, have been best friends since childhood. Jay sets Max up with his editor Samantha (Mili Avital). Although they share few interests, they are engaged within two weeks. Still, when Max is confronted with the fact that Sam will be the last woman he will sleep with, he proposes a test. Jay will hit on Sam. If she shows no interest, then Max will be confident enough in her loyalty to go ahead with the marriage. Though when Jay hits on Sam, they end up falling in love with each other.",Max tests love; Jay and Sam unexpectedly fall for each other.
1855,31220,31220,Krippendorf's Tribe,"['Comedy', 'Drama', 'Family']",en,3.177318,"After squandering his grant money, despondent and recently widowed anthropologist James Krippendorf must produce hard evidence of the existence of a heretofore undiscovered New Guinea tribe. Grass skirts, makeup, and staged rituals transform his three troubled children into the Shelmikedmu, a primitive culture whose habits enthrall scholars. But when a spiteful rival threatens to blow the whistle on Krippendorf's ruse, he gets into the act as well.","Anthropologist fabricates tribe with children's help, facing rival's threat."
1856,13907,13907,Kurt & Courtney,"['Documentary', 'Music']",en,1.362407,"After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.",Documentary explores Kurt Cobain's life and relationship with Courtney Love.
